time,day,number
第1000回,2002年4月22日,165
第1001回,2002年4月24日,828
第1002回,2002年4月26日,324
第1003回,2002年4月29日,241
第1004回,2002年5月1日,629
第1005回,2002年5月3日,215
第1006回,2002年5月6日,233
第1007回,2002年5月8日,297
第1008回,2002年5月10日,381
第1009回,2002年5月13日,699
第1010回,2002年5月15日,695
第1011回,2002年5月17日,813
第1012回,2002年5月20日,690
第1013回,2002年5月22日,199
第1014回,2002年5月24日,758
第1015回,2002年5月27日,922
第1016回,2002年5月29日,810
第1017回,2002年5月31日,463
第1018回,2002年6月3日,749
第1019回,2002年6月5日,546
第1020回,2002年6月7日,140
第1021回,2002年6月10日,642
第1022回,2002年6月12日,463
第1023回,2002年6月14日,224
第1024回,2002年6月17日,423
第1025回,2002年6月19日,793
第1026回,2002年6月21日,554
第1027回,2002年6月24日,794
第1028回,2002年6月26日,441
第1029回,2002年6月28日,825
第1030回,2002年7月1日,260
第1031回,2002年7月3日,216
第1032回,2002年7月5日,404
第1033回,2002年7月8日,466
第1034回,2002年7月10日,249
第1035回,2002年7月12日,67
第1036回,2002年7月15日,524
第1037回,2002年7月17日,925
第1038回,2002年7月19日,143
第1039回,2002年7月22日,258
第1040回,2002年7月24日,108
第1041回,2002年7月26日,526
第1042回,2002年7月29日,647
第1043回,2002年7月31日,844
第1044回,2002年8月2日,883
第1045回,2002年8月5日,267
第1046回,2002年8月7日,676
第1047回,2002年8月9日,165
第1048回,2002年8月12日,602
第1049回,2002年8月14日,6
第1050回,2002年8月16日,290
第1051回,2002年8月19日,538
第1052回,2002年8月21日,642
第1053回,2002年8月23日,670
第1054回,2002年8月26日,911
第1055回,2002年8月28日,552
第1056回,2002年8月30日,646
第1057回,2002年9月2日,137
第1058回,2002年9月4日,347
第1059回,2002年9月6日,879
第1060回,2002年9月9日,966
第1061回,2002年9月11日,995
第1062回,2002年9月13日,165
第1063回,2002年9月16日,966
第1064回,2002年9月18日,228
第1065回,2002年9月20日,385
第1066回,2002年9月23日,571
第1067回,2002年9月25日,259
第1068回,2002年9月27日,330
第1069回,2002年9月30日,670
第1070回,2002年10月2日,853
第1071回,2002年10月4日,910
第1072回,2002年10月7日,382
第1073回,2002年10月9日,461
第1074回,2002年10月11日,866
第1075回,2002年10月14日,567
第1076回,2002年10月16日,954
第1077回,2002年10月18日,294
第1078回,2002年10月21日,408
第1079回,2002年10月23日,438
第1080回,2002年10月25日,410
第1081回,2002年10月28日,465
第1082回,2002年10月30日,486
第1083回,2002年11月1日,334
第1084回,2002年11月4日,721
第1085回,2002年11月6日,175
第1086回,2002年11月8日,750
第1087回,2002年11月11日,299
第1088回,2002年11月13日,305
第1089回,2002年11月15日,670
第1090回,2002年11月18日,549
第1091回,2002年11月20日,621
第1092回,2002年11月22日,779
第1093回,2002年11月25日,782
第1094回,2002年11月27日,798
第1095回,2002年11月29日,289
第1096回,2002年12月2日,601
第1097回,2002年12月4日,188
第1098回,2002年12月6日,53
第1099回,2002年12月9日,180
第1100回,2002年12月11日,390
第1101回,2002年12月13日,232
第1102回,2002年12月16日,15
第1103回,2002年12月18日,270
第1104回,2002年12月20日,386
第1105回,2002年12月23日,748
第1106回,2002年12月25日,821
第1107回,2002年12月27日,519
第1108回,2002年12月30日,407
第1109回,2003年1月6日,739
第1110回,2003年1月8日,904
第1111回,2003年1月10日,850
第1112回,2003年1月13日,417
第1113回,2003年1月15日,735
第1114回,2003年1月17日,685
第1115回,2003年1月20日,703
第1116回,2003年1月22日,409
第1117回,2003年1月24日,718
第1118回,2003年1月27日,816
第1119回,2003年1月29日,264
第1120回,2003年1月31日,789
第1121回,2003年2月3日,996
第1122回,2003年2月5日,702
第1123回,2003年2月7日,687
第1124回,2003年2月10日,818
第1125回,2003年2月12日,820
第1126回,2003年2月14日,361
第1127回,2003年2月17日,554
第1128回,2003年2月19日,956
第1129回,2003年2月21日,264
第1130回,2003年2月24日,36
第1131回,2003年2月26日,210
第1132回,2003年2月28日,418
第1133回,2003年3月3日,36
第1134回,2003年3月5日,251
第1135回,2003年3月7日,887
第1136回,2003年3月10日,410
第1137回,2003年3月12日,233
第1138回,2003年3月14日,250
第1139回,2003年3月17日,72
第1140回,2003年3月19日,757
第1141回,2003年3月21日,917
第1142回,2003年3月24日,540
第1143回,2003年3月26日,129
第1144回,2003年3月28日,999
第1145回,2003年3月31日,126
第1146回,2003年4月2日,442
第1147回,2003年4月4日,428
第1148回,2003年4月7日,16
第1149回,2003年4月9日,511
第1150回,2003年4月11日,831
第1151回,2003年4月14日,714
第1152回,2003年4月16日,177
第1153回,2003年4月18日,687
第1154回,2003年4月21日,142
第1155回,2003年4月23日,309
第1156回,2003年4月25日,198
第1157回,2003年4月28日,41
第1158回,2003年4月30日,971
第1159回,2003年5月2日,806
第1160回,2003年5月5日,831
第1161回,2003年5月7日,577
第1162回,2003年5月9日,366
第1163回,2003年5月12日,990
第1164回,2003年5月14日,835
第1165回,2003年5月16日,644
第1166回,2003年5月19日,254
第1167回,2003年5月21日,183
第1168回,2003年5月23日,280
第1169回,2003年5月26日,400
第1170回,2003年5月28日,617
第1171回,2003年5月30日,581
第1172回,2003年6月2日,20
第1173回,2003年6月4日,271
第1174回,2003年6月6日,170
第1175回,2003年6月9日,493
第1176回,2003年6月11日,608
第1177回,2003年6月13日,441
第1178回,2003年6月16日,996
第1179回,2003年6月18日,889
第1180回,2003年6月20日,44
第1181回,2003年6月23日,346
第1182回,2003年6月25日,903
第1183回,2003年6月27日,609
第1184回,2003年6月30日,749
第1185回,2003年7月2日,342
第1186回,2003年7月4日,422
第1187回,2003年7月7日,184
第1188回,2003年7月9日,865
第1189回,2003年7月11日,463
第1190回,2003年7月14日,556
第1191回,2003年7月16日,269
第1192回,2003年7月18日,664
第1193回,2003年7月21日,686
第1194回,2003年7月23日,438
第1195回,2003年7月25日,416
第1196回,2003年7月28日,897
第1197回,2003年7月30日,695
第1198回,2003年8月1日,547
第1199回,2003年8月4日,152
第1200回,2003年8月6日,944
第1201回,2003年8月8日,957
第1202回,2003年8月11日,459
第1203回,2003年8月13日,989
第1204回,2003年8月15日,820
第1205回,2003年8月18日,766
第1206回,2003年8月20日,943
第1207回,2003年8月22日,958
第1208回,2003年8月25日,160
第1209回,2003年8月27日,612
第1210回,2003年8月29日,162
第1211回,2003年9月1日,304
第1212回,2003年9月3日,638
第1213回,2003年9月5日,415
第1214回,2003年9月8日,911
第1215回,2003年9月10日,979
第1216回,2003年9月12日,221
第1217回,2003年9月15日,279
第1218回,2003年9月17日,933
第1219回,2003年9月19日,825
第1220回,2003年9月22日,118
第1221回,2003年9月24日,496
第1222回,2003年9月26日,267
第1223回,2003年9月29日,784
第1224回,2003年10月1日,495
第1225回,2003年10月3日,913
第1226回,2003年10月6日,337
第1227回,2003年10月8日,953
第1228回,2003年10月10日,899
第1229回,2003年10月13日,842
第1230回,2003年10月15日,274
第1231回,2003年10月17日,260
第1232回,2003年10月20日,317
第1233回,2003年10月22日,738
第1234回,2003年10月24日,796
第1235回,2003年10月27日,235
第1236回,2003年10月29日,885
第1237回,2003年10月31日,852
第1238回,2003年11月3日,891
第1239回,2003年11月5日,348
第1240回,2003年11月7日,798
第1241回,2003年11月10日,930
第1242回,2003年11月12日,175
第1243回,2003年11月14日,622
第1244回,2003年11月17日,651
第1245回,2003年11月19日,704
第1246回,2003年11月21日,518
第1247回,2003年11月24日,54
第1248回,2003年11月26日,504
第1249回,2003年11月28日,455
第1250回,2003年12月1日,276
第1251回,2003年12月3日,106
第1252回,2003年12月5日,936
第1253回,2003年12月8日,353
第1254回,2003年12月10日,58
第1255回,2003年12月12日,958
第1256回,2003年12月15日,80
第1257回,2003年12月17日,239
第1258回,2003年12月19日,188
第1259回,2003年12月22日,606
第1260回,2003年12月24日,21
第1261回,2003年12月26日,724
第1262回,2003年12月29日,471
第1263回,2004年1月5日,491
第1264回,2004年1月7日,669
第1265回,2004年1月9日,409
第1266回,2004年1月12日,884
第1267回,2004年1月14日,121
第1268回,2004年1月16日,445
第1269回,2004年1月19日,136
第1270回,2004年1月21日,4
第1271回,2004年1月23日,320
第1272回,2004年1月26日,68
第1273回,2004年1月28日,337
第1274回,2004年1月30日,281
第1275回,2004年2月2日,427
第1276回,2004年2月4日,869
第1277回,2004年2月6日,777
第1278回,2004年2月9日,465
第1279回,2004年2月11日,583
第1280回,2004年2月13日,822
第1281回,2004年2月16日,40
第1282回,2004年2月18日,204
第1283回,2004年2月20日,513
第1284回,2004年2月23日,990
第1285回,2004年2月25日,119
第1286回,2004年2月27日,51
第1287回,2004年3月1日,745
第1288回,2004年3月3日,30
第1289回,2004年3月5日,407
第1290回,2004年3月8日,162
第1291回,2004年3月10日,517
第1292回,2004年3月12日,725
第1293回,2004年3月15日,0
第1294回,2004年3月17日,558
第1295回,2004年3月19日,170
第1296回,2004年3月22日,893
第1297回,2004年3月24日,526
第1298回,2004年3月26日,174
第1299回,2004年3月29日,211
第1300回,2004年3月31日,590
第1301回,2004年4月2日,820
第1302回,2004年4月5日,189
第1303回,2004年4月7日,330
第1304回,2004年4月9日,308
第1305回,2004年4月12日,936
第1306回,2004年4月14日,563
第1307回,2004年4月16日,900
第1308回,2004年4月19日,733
第1309回,2004年4月21日,374
第1310回,2004年4月23日,842
第1311回,2004年4月26日,922
第1312回,2004年4月28日,764
第1313回,2004年4月30日,671
第1314回,2004年5月3日,653
第1315回,2004年5月5日,758
第1316回,2004年5月7日,953
第1317回,2004年5月10日,737
第1318回,2004年5月12日,308
第1319回,2004年5月14日,567
第1320回,2004年5月17日,452
第1321回,2004年5月19日,490
第1322回,2004年5月21日,784
第1323回,2004年5月24日,302
第1324回,2004年5月26日,855
第1325回,2004年5月28日,226
第1326回,2004年5月31日,673
第1327回,2004年6月2日,215
第1328回,2004年6月4日,376
第1329回,2004年6月7日,554
第1330回,2004年6月9日,76
第1331回,2004年6月11日,859
第1332回,2004年6月14日,978
第1333回,2004年6月16日,134
第1334回,2004年6月18日,236
第1335回,2004年6月21日,462
第1336回,2004年6月23日,206
第1337回,2004年6月25日,814
第1338回,2004年6月28日,837
第1339回,2004年6月30日,902
第1340回,2004年7月1日,597
第1341回,2004年7月2日,670
第1342回,2004年7月5日,543
第1343回,2004年7月6日,879
第1344回,2004年7月7日,342
第1345回,2004年7月8日,994
第1346回,2004年7月9日,765
第1347回,2004年7月12日,18
第1348回,2004年7月13日,821
第1349回,2004年7月14日,498
第1350回,2004年7月15日,632
第1351回,2004年7月16日,240
第1352回,2004年7月19日,562
第1353回,2004年7月20日,931
第1354回,2004年7月21日,590
第1355回,2004年7月22日,78
第1356回,2004年7月23日,998
第1357回,2004年7月26日,883
第1358回,2004年7月27日,166
第1359回,2004年7月28日,973
第1360回,2004年7月29日,109
第1361回,2004年7月30日,223
第1362回,2004年8月2日,286
第1363回,2004年8月3日,844
第1364回,2004年8月4日,843
第1365回,2004年8月5日,970
第1366回,2004年8月6日,112
第1367回,2004年8月9日,451
第1368回,2004年8月10日,480
第1369回,2004年8月11日,955
第1370回,2004年8月12日,497
第1371回,2004年8月13日,822
第1372回,2004年8月16日,383
第1373回,2004年8月17日,611
第1374回,2004年8月18日,5
第1375回,2004年8月19日,281
第1376回,2004年8月20日,114
第1377回,2004年8月23日,66
第1378回,2004年8月24日,200
第1379回,2004年8月25日,717
第1380回,2004年8月26日,983
第1381回,2004年8月27日,558
第1382回,2004年8月30日,601
第1383回,2004年8月31日,512
第1384回,2004年9月1日,525
第1385回,2004年9月2日,355
第1386回,2004年9月3日,489
第1387回,2004年9月6日,905
第1388回,2004年9月7日,632
第1389回,2004年9月8日,463
第1390回,2004年9月9日,782
第1391回,2004年9月10日,808
第1392回,2004年9月13日,921
第1393回,2004年9月14日,190
第1394回,2004年9月15日,593
第1395回,2004年9月16日,234
第1396回,2004年9月17日,621
第1397回,2004年9月20日,934
第1398回,2004年9月21日,812
第1399回,2004年9月22日,540
第1400回,2004年9月23日,522
第1401回,2004年9月24日,206
第1402回,2004年9月27日,374
第1403回,2004年9月28日,638
第1404回,2004年9月29日,804
第1405回,2004年9月30日,187
第1406回,2004年10月1日,374
第1407回,2004年10月4日,835
第1408回,2004年10月5日,945
第1409回,2004年10月6日,949
第1410回,2004年10月7日,391
第1411回,2004年10月8日,355
第1412回,2004年10月11日,697
第1413回,2004年10月12日,620
第1414回,2004年10月13日,670
第1415回,2004年10月14日,189
第1416回,2004年10月15日,266
第1417回,2004年10月18日,876
第1418回,2004年10月19日,335
第1419回,2004年10月20日,64
第1420回,2004年10月21日,499
第1421回,2004年10月22日,490
第1422回,2004年10月25日,945
第1423回,2004年10月26日,234
第1424回,2004年10月27日,353
第1425回,2004年10月28日,660
第1426回,2004年10月29日,754
第1427回,2004年11月1日,638
第1428回,2004年11月2日,699
第1429回,2004年11月3日,819
第1430回,2004年11月4日,295
第1431回,2004年11月5日,742
第1432回,2004年11月8日,400
第1433回,2004年11月9日,638
第1434回,2004年11月10日,299
第1435回,2004年11月11日,545
第1436回,2004年11月12日,196
第1437回,2004年11月15日,667
第1438回,2004年11月16日,582
第1439回,2004年11月17日,306
第1440回,2004年11月18日,684
第1441回,2004年11月19日,798
第1442回,2004年11月22日,94
第1443回,2004年11月23日,701
第1444回,2004年11月24日,65
第1445回,2004年11月25日,392
第1446回,2004年11月26日,588
第1447回,2004年11月29日,925
